data2/p2p-Gnutella08.txt
c,50
Elapsed time: ,0.5911769866943359
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,49
Elapsed time: ,0.6330990791320801
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,48
Elapsed time: ,0.6433610916137695
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,47
Elapsed time: ,0.6452569961547852
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,46
Elapsed time: ,0.685128927230835
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,45
Elapsed time: ,0.6425578594207764
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,44
Elapsed time: ,0.6308388710021973
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,43
Elapsed time: ,0.6496219635009766
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,42
Elapsed time: ,0.6475069522857666
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,41
Elapsed time: ,0.6456739902496338
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,40
Elapsed time: ,0.6496520042419434
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,39
Elapsed time: ,0.6165971755981445
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,38
Elapsed time: ,0.6427710056304932
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,37
Elapsed time: ,0.6450018882751465
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,36
Elapsed time: ,0.6409311294555664
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,35
Elapsed time: ,0.7470958232879639
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,34
Elapsed time: ,0.6470358371734619
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,33
Elapsed time: ,0.7544889450073242
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,32
Elapsed time: ,0.7247159481048584
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,31
Elapsed time: ,0.6979961395263672
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,30
Elapsed time: ,0.6865770816802979
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,29
Elapsed time: ,0.701268196105957
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,28
Elapsed time: ,0.6874289512634277
total added edges,0
n iterations,0



data2/p2p-Gnutella08.txt
c,27
Elapsed time: ,1.314988136291504
total added edges,1
n iterations,1
0
1

data2/p2p-Gnutella08.txt
c,26
Elapsed time: ,1.3009908199310303
total added edges,1
n iterations,1
0
1

data2/p2p-Gnutella08.txt
c,25
Elapsed time: ,1.3014850616455078
total added edges,4
n iterations,1
0
4

data2/p2p-Gnutella08.txt
c,24
Elapsed time: ,1.331747055053711
total added edges,5
n iterations,1
0
5

data2/p2p-Gnutella08.txt
c,23
Elapsed time: ,1.3029859066009521
total added edges,5
n iterations,1
0
5

data2/p2p-Gnutella08.txt
c,22
Elapsed time: ,1.9017388820648193
total added edges,8
n iterations,2
0,1
7,1

data2/p2p-Gnutella08.txt
c,21
Elapsed time: ,2.4044101238250732
total added edges,16
n iterations,3
0,1,2
13,2,1

data2/p2p-Gnutella08.txt
c,20
Elapsed time: ,3.490386962890625
total added edges,32
n iterations,5
0,1,2,3,4
19,6,3,3,1

data2/p2p-Gnutella08.txt
c,19
Elapsed time: ,2.418416976928711
total added edges,44
n iterations,3
0,1,2
31,11,2

data2/p2p-Gnutella08.txt
c,18
Elapsed time: ,2.976815938949585
total added edges,56
n iterations,4
0,1,2,3
45,7,2,2

