data2/p2p-Gnutella06.txt
c,50
Elapsed time: ,0.7561030387878418
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,49
Elapsed time: ,0.778594970703125
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,48
Elapsed time: ,0.8050839900970459
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,47
Elapsed time: ,0.7976169586181641
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,46
Elapsed time: ,0.7817931175231934
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,45
Elapsed time: ,0.7959239482879639
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,44
Elapsed time: ,0.7940959930419922
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,43
Elapsed time: ,0.8003380298614502
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,42
Elapsed time: ,0.7888472080230713
total added edges,0
n iterations,0



data2/p2p-Gnutella06.txt
c,41
Elapsed time: ,1.4970078468322754
total added edges,2
n iterations,1
0
2

data2/p2p-Gnutella06.txt
c,40
Elapsed time: ,1.5128331184387207
total added edges,3
n iterations,1
0
3

data2/p2p-Gnutella06.txt
c,39
Elapsed time: ,2.280601978302002
total added edges,5
n iterations,2
0,1
3,2

data2/p2p-Gnutella06.txt
c,38
Elapsed time: ,2.434048891067505
total added edges,6
n iterations,2
0,1
5,1

data2/p2p-Gnutella06.txt
c,37
Elapsed time: ,2.297689914703369
total added edges,10
n iterations,2
0,1
9,1

data2/p2p-Gnutella06.txt
c,36
Elapsed time: ,2.241300106048584
total added edges,14
n iterations,2
0,1
13,1

data2/p2p-Gnutella06.txt
c,35
Elapsed time: ,2.3937759399414062
total added edges,16
n iterations,2
0,1
15,1

data2/p2p-Gnutella06.txt
c,34
Elapsed time: ,1.5102989673614502
total added edges,18
n iterations,1
0
18

data2/p2p-Gnutella06.txt
c,33
Elapsed time: ,2.2366268634796143
total added edges,22
n iterations,2
0,1
21,1

data2/p2p-Gnutella06.txt
c,32
Elapsed time: ,2.2412660121917725
total added edges,28
n iterations,2
0,1
27,1

data2/p2p-Gnutella06.txt
c,31
Elapsed time: ,2.2438089847564697
total added edges,31
n iterations,2
0,1
30,1

data2/p2p-Gnutella06.txt
c,30
Elapsed time: ,2.229573965072632
total added edges,33
n iterations,2
0,1
32,1

data2/p2p-Gnutella06.txt
c,29
Elapsed time: ,2.227022171020508
total added edges,35
n iterations,2
0,1
34,1

data2/p2p-Gnutella06.txt
c,28
Elapsed time: ,2.2285149097442627
total added edges,41
n iterations,2
0,1
38,3

data2/p2p-Gnutella06.txt
c,27
Elapsed time: ,2.212291955947876
total added edges,47
n iterations,2
0,1
44,3

data2/p2p-Gnutella06.txt
c,26
Elapsed time: ,2.246058940887451
total added edges,54
n iterations,2
0,1
52,2

data2/p2p-Gnutella06.txt
c,25
Elapsed time: ,2.9363319873809814
total added edges,65
n iterations,3
0,1,2
59,3,3

data2/p2p-Gnutella06.txt
c,24
Elapsed time: ,2.959475040435791
total added edges,74
n iterations,3
0,1,2
66,7,1

data2/p2p-Gnutella06.txt
c,23
Elapsed time: ,3.6790788173675537
total added edges,86
n iterations,4
0,1,2,3
74,9,2,1

data2/p2p-Gnutella06.txt
c,22
Elapsed time: ,2.2672948837280273
total added edges,92
n iterations,2
0,1
83,9

data2/p2p-Gnutella06.txt
c,21
Elapsed time: ,2.963811159133911
total added edges,107
n iterations,3
0,1,2
97,8,2

data2/p2p-Gnutella06.txt
c,20
Elapsed time: ,2.2336220741271973
total added edges,119
n iterations,2
0,1
105,14

data2/p2p-Gnutella06.txt
c,19
Elapsed time: ,2.9617390632629395
total added edges,135
n iterations,3
0,1,2
115,18,2

data2/p2p-Gnutella06.txt
c,18
Elapsed time: ,3.7145168781280518
total added edges,164
n iterations,4
0,1,2,3
140,17,4,3

data2/p2p-Gnutella06.txt
c,17
Elapsed time: ,3.6869351863861084
total added edges,184
n iterations,4
0,1,2,3
150,23,8,3

data2/p2p-Gnutella06.txt
c,16
Elapsed time: ,5.256472110748291
total added edges,206
n iterations,6
0,1,2,3,4,5
171,22,8,3,1,1

data2/p2p-Gnutella06.txt
c,15
Elapsed time: ,5.969766855239868
total added edges,219
n iterations,7
0,1,2,3,4,5,6
184,27,4,1,1,1,1

data2/p2p-Gnutella06.txt
c,14
Elapsed time: ,4.462939977645874
total added edges,238
n iterations,5
0,1,2,3,4
204,26,6,1,1

data2/p2p-Gnutella06.txt
c,13
Elapsed time: ,3.886530876159668
total added edges,261
n iterations,4
0,1,2,3
224,29,7,1

data2/p2p-Gnutella06.txt
c,12
Elapsed time: ,5.9601051807403564
total added edges,302
n iterations,7
0,1,2,3,4,5,6
249,30,10,5,3,2,3

data2/p2p-Gnutella06.txt
c,11
Elapsed time: ,7.4576849937438965
total added edges,361
n iterations,9
0,1,2,3,4,5,6,7,8
261,43,20,13,11,7,3,2,1

data2/p2p-Gnutella06.txt
c,10
Elapsed time: ,11.276479959487915
total added edges,463
n iterations,14
0,1,2,3,4,5,6,7,8,9,10,11,12,13
283,55,35,19,14,13,7,10,6,9,6,3,2,1

data2/p2p-Gnutella06.txt
c,9
